acquisitions_id,acquired_company,acquiring_company,year_of_acquisition_announcement,price,price_disclosed,status,terms,country_hq,country_hq_bidder,city_hq,city_hq_bidder,target_main_category,bidder_main_category,market_categories,market_categories_bidder,target_age_at_acquisition,bidder_age_at_acquisition,cross_border,same_country,target_has_category,number_of_acquisitions,number_of_employees,total_funding_usd,cluster
AOL acquired CompuServe in 1997,CompuServe,AOL,1997,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,12.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired Convertro in 2014,Convertro,AOL,2014,"$101,000,000",1,Pending,"Cash, Stock",United States,United States,Santa Monica,New York City,Advertising,News,"Advertising, Optimization","News, Advertising Platforms, Content Creators, Digital Media",5.0,29.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired eVoice in 2008,eVoice,AOL,2008,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,23.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired GameDaily in 2006,GameDaily,AOL,2006,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Reviews and Recommendations,News,"Reviews and Recommendations, Journalism, Video Games, Media, Games, None","News, Advertising Platforms, Content Creators, Digital Media",11.0,21.0,0,0,1,62.0,5600.0,1000000000.0,0
AOL acquired gdgt in 2013,gdgt,AOL,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,New York City,Gadget,News,"Gadget, Electronics, Consumer Electronics, Hardware + Software, Blogging Platforms","News, Advertising Platforms, Content Creators, Digital Media",4.0,28.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Global Network Navigator in 1996,Global Network Navigator,AOL,1996,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,11.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired Going in 2009,Going,AOL,2009,"$10,000,000",1,Undisclosed,Undisclosed,United States,United States,Boston,New York City,Curated Web,News,"Curated Web, Events","News, Advertising Platforms, Content Creators, Digital Media",,24.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Goowy in 2008,Goowy,AOL,2008,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Diego,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",4.0,23.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Gravity in 2014,Gravity,AOL,2014,"$90,700,000",1,Undisclosed,Cash,United States,United States,Santa Monica,New York City,Advertising,News,"Advertising, Personalization, Interest Graph","News, Advertising Platforms, Content Creators, Digital Media",5.0,29.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Hipster in 2012,Hipster,AOL,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",1.0,27.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired iAmaze in 2000,iAmaze,AOL,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Waltham,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",1.0,15.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired ICQ in 1998,ICQ,AOL,1998,"$407,000,000",1,Undisclosed,Cash,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,13.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired ImagiNation Network in 1996,ImagiNation Network,AOL,1996,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,11.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired InfoInterActive in 2001,InfoInterActive,AOL,2001,"$28,200,000",1,Undisclosed,Undisclosed,Canada,United States,Bedford,New York City,VoIP,News,"VoIP, Audio, Software, Media","News, Advertising Platforms, Content Creators, Digital Media",4.0,16.0,1,0,1,62.0,5600.0,1000000000.0,0
AOL acquired Johnson-Grace in 1996,Johnson-Grace,AOL,1996,Undisclosed amount,0,Undisclosed,Undisclosed,Japan,United States,Usa,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,11.0,1,0,0,62.0,5600.0,1000000000.0,3
AOL acquired Lightningcast in 2006,Lightningcast,AOL,2006,Undisclosed amount,0,Undisclosed,Undisclosed,Japan,United States,Usa,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",,21.0,1,0,1,62.0,5600.0,1000000000.0,0
AOL acquired MailBlocks in 2005,MailBlocks,AOL,2005,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,New York City,Security,News,"Security, Email, Media, Public Relations","News, Advertising Platforms, Content Creators, Digital Media",,20.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired MapQuest in 1999,MapQuest,AOL,1999,"$1,100,000,000",1,Undisclosed,Stock,United States,United States,Lancaster,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",3.0,14.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Medior in 1995,Medior,AOL,1995,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,10.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired MMAFighting.com in 2009,MMAFighting.com,AOL,2009,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Games,News,Games,"News, Advertising Platforms, Content Creators, Digital Media",8.0,24.0,0,0,1,62.0,5600.0,1000000000.0,0
AOL acquired MovieFone in 1999,MovieFone,AOL,1999,"$525,000,000",1,Undisclosed,Stock,United States,United States,Chicago,New York City,Ticketing,News,"Ticketing, Entertainment, Media, Services, Games","News, Advertising Platforms, Content Creators, Digital Media",10.0,14.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired MusicNow in 2005,MusicNow,AOL,2005,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Chicago,New York City,Curated Web,News,"Curated Web, Music","News, Advertising Platforms, Content Creators, Digital Media",6.0,20.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired NaviSoft in 1994,NaviSoft,AOL,1994,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,9.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired Netscape in 1998,Netscape,AOL,1998,"$4,200,000,000",1,Undisclosed,Stock,United States,United States,Mountain View,New York City,News,News,News,"News, Advertising Platforms, Content Creators, Digital Media",4.0,13.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Nullsoft in 1999,Nullsoft,AOL,1999,"$80,000,000",1,Undisclosed,Stock,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,14.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired Outside.in in 2011,Outside.in,AOL,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,New York City,New York City,Communities,News,"Communities, News, Curated Web, Local","News, Advertising Platforms, Content Creators, Digital Media",5.0,26.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Patch in 2009,Patch,AOL,2009,"$7,000,000",1,Undisclosed,Undisclosed,United States,United States,New York City,New York City,News,News,"News, Local","News, Advertising Platforms, Content Creators, Digital Media",1.0,24.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Personal Library Software in 1998,Personal Library Software,AOL,1998,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,13.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired Pictela in 2010,Pictela,AOL,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,New York City,New York City,Content Syndication,News,"Content Syndication, Advertising","News, Advertising Platforms, Content Creators, Digital Media",2.0,25.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired PrecisionDemand in 2014,PrecisionDemand,AOL,2014,Undisclosed amount,0,Pending,Undisclosed,United States,United States,Seattle,New York City,Advertising,News,"Advertising, Games","News, Advertising Platforms, Content Creators, Digital Media",9.0,29.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Quack in 2000,Quack,AOL,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Unknown,News,,"News, Advertising Platforms, Content Creators, Digital Media",,15.0,0,0,0,62.0,5600.0,1000000000.0,3
AOL acquired Quigo in 2007,Quigo,AOL,2007,"$363,000,000",1,Undisclosed,Cash,United States,United States,New York City,New York City,Advertising,News,"Advertising, Media","News, Advertising Platforms, Content Creators, Digital Media",7.0,22.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Rally Up in 2010,Rally Up,AOL,2010,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Curated Web,News,"Curated Web, Social Network Media","News, Advertising Platforms, Content Creators, Digital Media",,25.0,0,0,1,62.0,5600.0,1000000000.0,0
AOL acquired Relegence in 2006,Relegence,AOL,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,New York City,New York City,Search,News,"Search, Media","News, Advertising Platforms, Content Creators, Digital Media",,21.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Singing Fish in 2003,Singing Fish,AOL,2003,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Search,News,"Search, Audio, Media, Video, Games","News, Advertising Platforms, Content Creators, Digital Media",3.0,18.0,0,0,1,62.0,5600.0,1000000000.0,0
AOL acquired Socialthing in 2008,Socialthing,AOL,2008,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Boulder,New York City,Web Hosting,News,"Web Hosting, Finance","News, Advertising Platforms, Content Creators, Digital Media",1.0,23.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Sphere in 2008,Sphere,AOL,2008,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Diego,New York City,iOS,News,"iOS, Android, Internet, Mobile","News, Advertising Platforms, Content Creators, Digital Media",2.0,23.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Spinner.com in 1999,Spinner.com,AOL,1999,"$320,000,000",1,Undisclosed,Stock,,United States,,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",53.0,14.0,0,0,1,62.0,5600.0,1000000000.0,0
AOL acquired Surphace in 2008,Surphace,AOL,2008,"$25,000,000",1,Undisclosed,Undisclosed,United States,United States,New York City,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",3.0,23.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Tacoda in 2007,Tacoda,AOL,2007,"$275,000,000",1,Undisclosed,Cash,United States,United States,New York City,New York City,Advertising,News,Advertising,"News, Advertising Platforms, Content Creators, Digital Media",,22.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired TechCrunch in 2010,TechCrunch,AOL,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,New York City,News,News,News,"News, Advertising Platforms, Content Creators, Digital Media",5.0,25.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired The Huffington Post in 2011,The Huffington Post,AOL,2011,"$315,000,000",1,Complete,Cash,United States,United States,New York City,New York City,News,News,News,"News, Advertising Platforms, Content Creators, Digital Media",6.0,26.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Thing Labs in 2010,Thing Labs,AOL,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,New York City,Software,News,Software,"News, Advertising Platforms, Content Creators, Digital Media",1.0,25.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Third Screen Media in 2007,Third Screen Media,AOL,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Boston,New York City,Advertising,News,Advertising,"News, Advertising Platforms, Content Creators, Digital Media",,22.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Truveo in 2006,Truveo,AOL,2006,Undisclosed amount,0,Undisclosed,Stock,United States,United States,San Francisco,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",2.0,21.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Unblab in 2010,Unblab,AOL,2010,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Messaging,News,Messaging,"News, Advertising Platforms, Content Creators, Digital Media",,25.0,0,0,1,62.0,5600.0,1000000000.0,0
AOL acquired Userplane in 2006,Userplane,AOL,2006,"$40,000,000",1,Undisclosed,"Cash, Stock",United States,United States,Santa Monica,New York City,Video Chat,News,"Video Chat, Chat, Enterprise Software","News, Advertising Platforms, Content Creators, Digital Media",5.0,21.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired Weblogs in 2005,Weblogs,AOL,2005,Undisclosed amount,0,Undisclosed,Cash,United States,United States,Dulles,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",2.0,20.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired When in 1999,When,AOL,1999,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,New York City,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",,14.0,0,1,1,62.0,5600.0,1000000000.0,0
AOL acquired WildSeed in 2005,WildSeed,AOL,2005,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,New York City,Fashion,News,"Fashion, Mobile Software Tools, Media, Mobile","News, Advertising Platforms, Content Creators, Digital Media",,20.0,0,0,1,62.0,5600.0,1000000000.0,0
AOL acquired Xdrive in 2005,Xdrive,AOL,2005,"$30,000,000",1,Undisclosed,Undisclosed,,United States,,New York City,Curated Web,News,Curated Web,"News, Advertising Platforms, Content Creators, Digital Media",6.0,20.0,0,0,1,62.0,5600.0,1000000000.0,0
AOL acquired Yedda in 2007,Yedda,AOL,2007,Undisclosed amount,0,Undisclosed,Cash,Israel,United States,Tel Aviv,New York City,Media,News,"Media, Social Media","News, Advertising Platforms, Content Creators, Digital Media",1.0,22.0,1,0,1,62.0,5600.0,1000000000.0,0
Appirio acquired Picasa in 2011,Picasa,Appirio,2011,Undisclosed amount,0,Undisclosed,Undisclosed,,,,,Unknown,Unknown,,,,,0,0,0,,,,3
Apple acquired AlgoTrim in 2013,AlgoTrim,Apple,2013,Undisclosed amount,0,Undisclosed,Undisclosed,Sweden,United States,Malmö,Cupertino,Mobile,Computers,Mobile,"Computers, Consumer Electronics, Hardware + Software",8.0,37.0,1,0,1,51.0,98000.0,0.0,0
Apple acquired Anobit Technologies in 2011,Anobit Technologies,Apple,2011,"$450,000,000",1,Undisclosed,Undisclosed,Israel,United States,Herzliya Pituach,Cupertino,Semiconductors,Computers,Semiconductors,"Computers, Consumer Electronics, Hardware + Software",5.0,35.0,1,0,1,51.0,98000.0,0.0,0
Apple acquired AuthenTec in 2012,AuthenTec,Apple,2012,"$356,000,000",1,Undisclosed,Undisclosed,United States,United States,Melbourne Beach,Cupertino,Information Security,Computers,"Information Security, Semiconductors","Computers, Consumer Electronics, Hardware + Software",14.0,36.0,0,1,1,51.0,98000.0,0.0,0
Apple acquired Beats Electronics in 2014,Beats Electronics,Apple,2014,"$3,000,000,000",1,Complete,"Cash, Stock",United States,United States,Santa Monica,Cupertino,Music,Computers,"Music, Hardware","Computers, Consumer Electronics, Hardware + Software",8.0,38.0,0,1,1,51.0,98000.0,0.0,0
Apple acquired Booklamp in 2014,Booklamp,Apple,2014,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Cupertino,Content Discovery,Computers,"Content Discovery, Software, Reading Apps","Computers, Consumer Electronics, Hardware + Software",7.0,38.0,0,0,1,51.0,98000.0,0.0,0
Apple acquired Burstly in 2014,Burstly,Apple,2014,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Santa Monica,Cupertino,iPhone,Computers,"iPhone, Advertising, Analytics, Mobile Advertising","Computers, Consumer Electronics, Hardware + Software",5.0,38.0,0,1,1,51.0,98000.0,0.0,0
Apple acquired Chomp in 2012,Chomp,Apple,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,Cupertino,Mobile,Computers,Mobile,"Computers, Consumer Electronics, Hardware + Software",3.0,36.0,0,1,1,51.0,98000.0,0.0,0
Apple acquired Color Labs Inc. in 2012,Color Labs Inc.,Apple,2012,"$7,000,000",1,Complete,"Cash, Stock",United States,United States,Palo Alto,Cupertino,Networking,Computers,"Networking, Proximity Internet, Location Based Services, Photography, Photo Sharing, Mobile Social, Mobile, None","Computers, Consumer Electronics, Hardware + Software",2.0,36.0,0,1,1,51.0,98000.0,0.0,0
Apple acquired Concept.io in 2014,Concept.io,Apple,2014,"$30,000,000",1,Pending,Undisclosed,United States,United States,Mountain View,Cupertino,Content Discovery,Computers,"Content Discovery, Machine Learning, Personalization, Mobile","Computers, Consumer Electronics, Hardware + Software",2.0,38.0,0,1,1,51.0,98000.0,0.0,0
Apple acquired Coral Software in 1989,Coral Software,Apple,1989,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Cupertino,Unknown,Computers,,"Computers, Consumer Electronics, Hardware + Software",,13.0,0,0,0,51.0,98000.0,0.0,3
Apple acquired Cue in 2013,Cue,Apple,2013,"$50,000,000",1,Undisclosed,Undisclosed,United States,United States,San Francisco,Cupertino,Curated Web,Computers,Curated Web,"Computers, Consumer Electronics, Hardware + Software",3.0,37.0,0,1,1,51.0,98000.0,0.0,0
Apple acquired Emagic in 2002,Emagic,Apple,2002,"$30,000,000",1,Undisclosed,Cash,United States,United States,Milwaukee,Cupertino,Unknown,Computers,,"Computers, Consumer Electronics, Hardware + Software",,26.0,0,1,0,51.0,98000.0,0.0,3
Apple acquired Embark in 2013,Embark,Apple,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,Cupertino,Public Transportation,Computers,Public Transportation,"Computers, Consumer Electronics, Hardware + Software",2.0,37.0,0,1,1,51.0,98000.0,0.0,0
Apple acquired Fingerworks in 2007,Fingerworks,Apple,2007,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Cupertino,Unknown,Computers,,"Computers, Consumer Electronics, Hardware + Software",,31.0,0,0,0,51.0,98000.0,0.0,3
Apple acquired HopStop.com in 2013,HopStop.com,Apple,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,New York City,Cupertino,Android,Computers,"Android, Navigation, Curated Web, iPad","Computers, Consumer Electronics, Hardware + Software",8.0,37.0,0,1,1,51.0,98000.0,0.0,0
Apple acquired imsense in 2010,imsense,Apple,2010,Undisclosed amount,0,Undisclosed,Undisclosed,Great Britain,United States,Cambridge,Cupertino,Photography,Computers,"Photography, Software, Image Recognition, None","Computers, Consumer Electronics, Hardware + Software",3.0,34.0,1,0,1,51.0,98000.0,0.0,0
Apple acquired Intrinsity in 2010,Intrinsity,Apple,2010,"$121,000,000",1,Undisclosed,Undisclosed,United States,United States,Austin,Cupertino,Semiconductors,Computers,Semiconductors,"Computers, Consumer Electronics, Hardware + Software",2.0,34.0,0,1,1,51.0,98000.0,0.0,0
